"","","","","/D Administrative Base Code","#D0110101","#D01102","#D0120101","#D0130201","#D01401","#D0140201","#D0140301","#D0210101","#D0210201","#D0210301","#D0220103","#D02202","#D02204","#D02206","#D02207","#D0310301","#D0310401","#D0310501","#D0310601","#D0310701","#D0310801","#D0310901","#D0311001","#D0311101","#D0311201","#D03113","#D03114","#D0311501","#D0312301","#D0320101","#D0320201","#D0320301","#D0330103","#D0330203","#D0330303","#D0330403","#D0330503","#D0330603","#D0330703","#D0331103","#D03312","#D03313","#D0331403","#D0331503","#D0331603","#D0331703","#D0331804","#D0331903","#D0332003","#D0332103"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0110101_Financial power index (Prefecture)[-]","#D01102_Real term balance of revenue to expenditure (Prefecture)[%]","#D0120101_Percentage of self-financial resources (Prefecture)[%]","#D0130201_Percentage of outstanding amount of local bonds to expenditure (Prefecture)[%]","#D01401_Real term of current balance (Prefecture)[%]","#D0140201_Percentage of investment expenditure (Prefecture)[%]","#D0140301_Percentage of revenues from local taxes and grants (Prefecture)[%]","#D0210101_Percentage of local taxes (Prefecture)[%]","#D0210201_Percentage of grants to local governments (Prefecture)[%]","#D0210301_Percentage of national disbursements (Prefecture)[%]","#D0220103_Resident tax per capita (Prefecture + Municipality)[thousand yen]","#D02202_Fixed assets tax per capita (Prefecture + Municipality)[thousand yen]","#D02204_Amount of national tax (per capita)[thousand yen]","#D02206_Taxable income (per tax debtor)[thousand yen]","#D02207_Ratio of taxpayer (per capita)[%]","#D0310301_Percentage of welfare expenditure (Prefecture)[%]","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]","#D0310501_Percentage of welfare expenditure for the aged (Prefecture)[%]","#D0310601_Percentage of welfare expenditure for children (Prefecture)[%]","#D0310701_Percentage of expenditure for livelihood protection (Prefecture)[%]","#D0310801_Percentage of health expenditure (Prefecture)[%]","#D0310901_Percentage of labour expenditure (Prefecture)[%]","#D0311001_Percentage of agriculture, forestry and fishery expenditure (Prefecture)[%]","#D0311101_Percentage of commerce and manufacturing expenditure (Prefecture)[%]","#D0311201_Percentage of public works expenditure (Prefecture)[%]","#D03113_Percentage of police expenditure (Prefecture)[%]","#D03114_Percentage of fire service expenditure (Tokyo-to + Municipality)[%]","#D0311501_Percentage of education expenditure (Prefecture)[%]","#D0312301_Percentage of disaster relief expenditure (Prefecture)[%]","#D0320101_Percentage of personnel expenses (Prefecture)[%]","#D0320201_Percentage of allowances (Prefecture)[%]","#D0320301_Percentage of ordinary construction expenses (Prefecture)[%]","#D0330103_Total expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330203_Welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330303_Social welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330403_Social welfare expenditure for aged persons per capita 65 years old and over (Prefecture + Municipality)[thousand yen]","#D0330503_Welfare expenditure for children per capita 0-17 years old (Prefecture + Municipality)[thousand yen]","#D0330603_Welfare expenditure for livelihood protection per person assisted by livelihood protection (Prefecture + Municipality)[thousand yen]","#D0330703_Health expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331103_Public works expenditure per capita (Prefecture + Municipality)[thousand yen]","#D03312_Police expenditure per capita (Prefecture)[thousand yen]","#D03313_Fire service expenditure per capita (Tokyo-to + Municipality)[thousand yen]","#D0331403_Education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331503_Elementary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331603_Lower secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331703_Upper secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331804_Expenditure for schools for special needs education per student (Prefecture + Municipality)[thousand yen]","#D0331903_Kindergarten expenditure per pupil (Prefecture + Municipality)[thousand yen]","#D0332003_Social education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0332103_Disaster relief expenditure per capita (Prefecture + Municipality)[thousand yen]"
"1978100000","1978","32000","Shimane-ken","","0.238","1.1","21.7","45.5","76.0","43.4","40.4","10.14","28.71","36.28","24.6","***","***","***","***","5.90","1.19","1.49","1.54","1.67","2.97","0.61","20.52","4.52","23.45","4.15","***","25.14","1.39","31.30","3.88","41.98","538.0","48.8","9.3","100.8","***","726.0","23.2","112.8","13.2","***","113.3","442.8","462.6","555.7","***","154.7","5.1","8.1"
"1978100000","1978","33000","Okayama-ken","","0.470","0.7","36.4","41.7","75.0","34.4","47.8","22.31","23.29","29.78","33.2","***","***","***","***","5.72","1.40","1.12","1.67","1.52","3.20","0.87","14.05","4.78","21.15","5.67","***","28.39","2.05","36.54","2.94","32.10","376.6","41.1","7.7","86.5","***","788.1","21.2","74.8","10.8","***","85.2","328.6","381.2","442.7","***","175.3","4.8","6.7"
"1978100000","1978","34000","Hiroshima-ken","","0.582","1.6","38.1","49.2","74.6","33.3","48.5","27.41","19.42","29.61","39.0","***","***","***","***","6.14","1.31","1.35","2.03","1.45","3.97","0.99","11.73","6.61","21.26","6.09","***","31.07","0.73","37.57","5.08","32.16","342.9","37.1","6.3","90.9","***","799.5","26.3","65.3","10.1","***","85.3","328.7","432.6","499.5","***","64.7","4.9","2.2"
"1978100000","1978","35000","Yamaguchi-ken","","0.436","0.7","35.6","46.5","78.2","35.7","46.5","21.29","23.83","28.72","34.3","***","***","***","***","5.63","1.41","1.46","1.63","1.11","3.68","1.18","11.46","5.51","25.14","6.21","***","29.53","1.17","37.33","4.02","34.41","381.6","40.4","8.5","102.4","***","786.7","21.9","87.2","12.5","***","85.7","307.5","390.9","521.2","***","48.7","6.3","4.2"
"1978100000","1978","36000","Tokushima-ken","","0.276","1.2","29.6","42.1","76.0","34.2","41.9","12.23","27.65","31.45","26.8","***","***","***","***","8.09","1.33","1.44","2.29","3.02","4.24","0.72","13.83","7.79","22.84","4.46","***","23.71","1.47","31.53","5.82","32.49","486.9","57.2","11.1","114.0","***","776.3","25.9","111.4","12.4","***","100.5","410.2","411.9","487.2","***","192.7","5.3","6.1"
"1978100000","1978","37000","Kagawa-ken","","0.429","2.0","37.3","35.6","69.1","34.2","47.8","21.11","24.93","28.19","35.7","***","***","***","***","7.44","2.40","1.74","1.75","1.55","4.32","0.67","11.57","7.34","24.52","5.34","***","26.19","2.63","33.89","4.61","31.30","386.0","43.7","9.1","111.0","***","728.2","23.0","84.0","11.0","***","85.9","345.9","365.4","468.7","***","137.2","5.0","9.8"
"1978100000","1978","38000","Ehime-ken","","0.349","0.8","30.4","43.0","70.5","42.3","46.1","16.30","27.05","32.43","26.3","***","***","***","***","6.09","1.39","1.41","1.71","1.57","4.00","0.34","15.40","3.56","25.44","4.73","***","28.41","2.97","35.01","4.33","39.23","384.0","46.8","9.4","110.1","***","854.4","22.0","83.1","9.5","***","85.9","327.5","396.3","380.4","***","53.5","4.3","10.4"
"1978100000","1978","39000","Kochi-ken","","0.261","1.0","21.9","46.5","77.4","46.6","37.4","9.80","26.03","39.25","26.6","***","***","***","***","6.50","1.27","1.22","1.52","2.47","4.33","0.64","15.23","3.76","29.16","3.68","***","21.47","5.03","27.64","5.06","41.27","577.4","75.7","13.4","124.9","***","947.0","29.1","138.9","12.4","***","101.3","419.3","593.2","541.5","***","49.8","6.0","26.8"
"1978100000","1978","40000","Fukuoka-ken","","0.536","1.3","38.5","51.4","82.7","26.9","50.9","28.56","20.95","29.76","34.7","***","***","***","***","10.38","1.23","1.23","1.42","6.47","3.42","3.75","8.44","2.44","13.95","8.58","***","33.76","1.85","42.72","8.81","22.12","365.7","60.0","8.2","105.4","***","726.3","23.9","75.4","12.5","***","79.8","294.9","390.0","470.0","***","43.9","5.9","4.5"
"1978100000","1978","41000","Saga-ken","","0.282","0.9","25.4","47.2","77.8","41.6","42.3","13.15","28.02","34.43","24.9","***","***","***","***","6.12","1.40","1.30","1.61","1.80","2.85","1.30","19.91","5.73","19.27","4.39","***","26.81","2.57","33.06","4.61","38.41","433.2","46.2","7.8","108.7","***","759.6","18.7","77.6","11.2","***","96.0","329.5","406.9","453.7","***","31.5","5.9","11.9"
"1978100000","1978","42000","Nagasaki-ken","","0.287","0.4","24.9","38.8","81.9","35.1","41.9","13.50","27.41","36.51","24.8","***","***","***","***","8.04","1.53","1.44","2.11","2.96","4.46","0.97","15.65","3.77","19.47","5.62","***","30.28","1.24","36.10","7.41","33.51","409.6","56.7","13.6","107.6","***","732.5","25.9","73.2","12.3","***","95.2","337.9","387.6","474.1","***","69.2","3.9","6.1"
"1978100000","1978","43000","Kumamoto-ken","","0.311","1.1","25.9","36.6","75.5","35.8","43.3","14.71","26.95","34.78","23.4","***","***","***","***","7.52","0.97","1.53","1.95","3.06","4.60","0.57","17.87","3.11","19.96","4.64","***","30.57","1.29","37.04","7.10","34.30","390.4","49.1","5.9","106.7","***","839.1","21.4","73.4","9.8","***","95.3","372.9","436.7","451.9","***","62.2","4.3","4.6"
"1978100000","1978","44000","Oita-ken","","0.313","1.3","26.4","47.3","78.4","36.9","44.0","15.19","27.23","33.67","26.3","***","***","***","***","5.39","0.79","1.26","1.71","1.63","3.64","0.87","17.46","3.44","22.19","4.27","***","29.36","1.25","37.09","4.72","35.35","420.8","44.5","6.1","113.8","***","818.4","21.4","86.4","10.1","***","95.5","342.9","412.0","466.6","***","105.3","5.7","4.3"
"1978100000","1978","45000","Miyazaki-ken","","0.280","0.2","21.9","44.0","79.8","42.3","41.4","12.72","27.41","36.67","21.6","***","***","***","***","5.90","1.02","1.21","1.70","1.96","3.32","0.69","18.75","2.80","24.66","4.43","***","25.87","2.76","32.90","4.95","39.34","433.7","46.8","6.1","106.2","***","736.5","20.8","101.0","11.0","***","88.4","331.0","376.7","464.0","***","32.2","3.4","9.7"
"1978100000","1978","46000","Kagoshima-ken","","0.265","1.0","21.0","36.4","79.7","38.4","41.5","12.16","27.98","39.88","21.4","***","***","***","***","7.94","1.41","1.62","1.90","3.01","3.63","0.91","20.68","2.75","18.98","4.18","***","28.60","2.07","35.19","7.00","36.00","428.2","48.0","7.4","103.1","***","691.4","19.7","79.7","10.0","***","99.2","372.4","433.2","428.0","***","48.0","6.2","9.2"
"1978100000","1978","47000","Okinawa-ken","","0.234","3.2","17.1","24.0","85.1","39.9","44.0","11.14","31.75","45.28","16.6","***","***","***","***","6.12","1.16","1.04","2.08","1.83","4.70","1.25","16.62","2.08","20.89","6.26","***","34.10","0.36","39.11","4.28","39.52","393.9","42.9","6.6","75.8","***","434.0","20.5","80.0","14.0","***","118.5","370.6","415.6","498.2","***","163.4","4.1","1.4"
"1979100000","1979","00000","All Japan","","0.446","1.4","44.7","53.1","74.9","31.9","50.9","31.34","18.03","26.92","45.9","***","***","***","***","5.94","1.64","1.33","1.64","1.32","4.08","0.91","12.22","4.56","19.82","6.78","***","29.06","1.30","36.98","3.41","30.31","386.0","43.1","8.4","110.0","***","861.4","24.0","76.6","13.3","***","92.9","331.5","430.2","527.8","***","79.7","5.4","4.0"
"1979100000","1979","01000","Hokkaido","","0.420","1.8","31.9","37.2","74.5","40.6","42.5","19.77","21.31","36.12","38.1","***","***","***","***","5.68","1.29","1.14","1.09","2.15","3.13","0.84","24.32","3.72","17.67","4.72","***","26.61","1.13","32.29","4.20","39.28","512.3","53.2","9.8","161.1","***","928.2","26.2","102.0","11.8","***","111.2","403.4","529.7","580.0","***","39.2","5.1","4.7"
"1979100000","1979","02000","Aomori-ken","","0.278","0.9","22.6","54.2","79.9","41.9","41.8","13.35","27.28","36.12","25.9","***","***","***","***","6.56","1.36","0.96","1.74","2.49","3.46","0.85","19.58","2.69","20.31","4.21","***","27.19","3.39","32.67","4.54","38.33","469.0","52.2","8.1","113.5","***","745.6","24.5","87.8","11.2","***","106.5","364.9","456.9","534.5","***","35.4","7.3","12.7"
"1979100000","1979","03000","Iwate-ken","","0.262","0.4","24.9","49.2","71.3","42.8","43.3","13.46","28.43","33.35","27.3","***","***","***","***","5.94","1.78","0.95","1.60","1.60","4.68","0.53","21.29","3.93","19.40","3.69","***","27.46","1.40","31.27","3.42","41.34","498.9","46.2","10.2","114.2","***","666.0","27.2","93.8","10.4","***","115.1","427.0","436.2","536.0","***","72.5","9.1","6.9"
"1979100000","1979","04000","Miyagi-ken","","0.476","1.1","37.0","48.3","74.0","37.6","48.5","25.45","21.33","30.21","36.9","***","***","***","***","5.79","1.31","0.90","1.86","1.72","2.82","0.71","16.32","3.11","19.91","5.47","***","29.88","3.24","36.69","3.84","34.21","367.8","31.6","5.8","88.2","***","748.1","21.3","70.8","10.6","***","92.3","333.7","448.8","534.4","***","61.4","5.2","8.1"
"1979100000","1979","05000","Akita-ken","","0.266","0.7","27.0","53.0","76.5","38.2","41.2","12.80","27.21","33.48","26.5","***","***","***","***","5.94","1.61","1.11","1.68","1.52","2.92","0.76","21.34","5.11","20.54","3.99","***","24.77","2.32","30.75","2.84","35.76","509.2","47.2","9.9","129.6","***","797.2","21.5","94.7","12.0","***","115.3","461.7","526.1","507.7","***","55.1","9.8","10.1"
"1979100000","1979","06000","Yamagata-ken","","0.296","1.0","27.5","52.2","73.4","42.2","42.8","14.59","26.84","33.11","28.0","***","***","***","***","4.20","1.36","0.65","1.41","0.77","3.67","0.66","19.53","5.22","22.40","4.41","***","25.60","1.78","31.71","2.15","40.33","450.5","35.5","8.3","75.8","***","663.3","24.5","88.0","12.1","***","103.6","386.8","472.0","572.5","***","33.2","6.5","6.3"
"1979100000","1979","07000","Fukushima-ken","","0.366","1.5","31.7","43.5","73.6","39.1","45.3","19.12","24.53","32.63","28.1","***","***","***","***","4.16","0.89","0.79","1.22","1.26","4.18","0.91","16.39","3.89","22.28","4.52","***","30.46","2.34","35.14","3.08","36.19","419.9","33.1","5.7","80.8","***","823.3","23.4","88.2","10.8","***","104.7","360.1","463.2","493.8","***","87.1","7.3","8.0"
"1979100000","1979","08000","Ibaraki-ken","","0.504","1.4","43.5","40.0","75.3","32.6","49.9","28.16","19.90","27.07","34.7","***","***","***","***","5.51","1.57","0.94","1.53","1.46","3.69","0.63","14.45","3.84","22.12","5.52","***","32.88","0.69","38.46","3.57","31.93","346.4","30.4","7.3","78.1","***","831.7","19.6","69.4","9.8","***","97.3","348.6","377.0","497.7","***","121.5","6.6","1.7"
"1979100000","1979","09000","Tochigi-ken","","0.525","4.4","46.7","37.4","73.4","33.4","48.2","27.08","18.86","25.36","37.8","***","***","***","***","5.07","1.22","0.74","1.89","1.21","3.39","0.71","13.42","6.48","21.54","5.20","***","30.18","0.51","34.80","3.68","32.86","356.0","30.5","5.6","76.2","***","835.5","18.5","72.6","10.4","***","92.3","351.3","412.5","472.8","***","28.9","5.4","1.2"
"1979100000","1979","10000","Gumma-ken","","0.519","0.3","43.4","40.8","74.1","33.5","46.4","26.14","18.63","28.44","35.4","***","***","***","***","5.36","1.53","1.06","1.71","1.04","3.04","0.83","14.41","7.57","22.81","5.29","***","30.40","0.29","35.80","3.50","33.19","382.9","35.2","7.7","93.3","***","777.4","18.9","80.8","10.2","***","98.5","324.9","417.1","528.0","***","92.5","6.3","0.8"
"1979100000","1979","11000","Saitama-ken","","0.613","2.6","54.9","34.0","70.3","31.0","55.3","36.46","16.49","22.43","43.8","***","***","***","***","4.93","1.42","1.03","1.70","0.77","3.97","0.80","6.17","5.81","21.19","7.29","***","37.75","0.16","40.44","2.38","30.79","272.1","26.1","5.3","103.6","***","778.1","18.7","52.6","8.9","***","86.0","280.9","401.4","613.6","***","67.5","4.9","0.2"
"1979100000","1979","12000","Chiba-ken","","0.583","3.0","48.2","47.0","73.9","32.9","50.0","31.33","16.91","24.57","44.0","***","***","***","***","4.20","1.23","0.70","1.51","0.77","4.43","0.36","11.49","4.79","18.69","7.12","***","34.74","0.45","37.90","2.29","32.41","292.5","26.5","5.0","76.8","***","818.6","21.4","53.1","10.1","***","87.3","285.8","397.9","635.3","***","56.5","4.8","0.9"
"1979100000","1979","13000","Tokyo-to","","1.130","-4.4","77.3","80.3","96.6","15.5","65.6","65.05","0.00","11.46","86.6","***","***","***","***","7.57","3.18","2.16","1.90","0.29","7.34","0.77","0.43","3.68","18.31","10.70","***","20.47","0.06","39.06","1.95","15.15","367.5","53.4","12.4","149.2","***","1,053.6","26.4","63.3","25.5","***","81.8","328.5","431.8","547.9","***","87.7","3.9","0.2"
"1979100000","1979","14000","Kanagawa-ken","","0.910","1.9","68.2","54.2","86.1","19.6","61.8","54.50","5.27","18.76","59.0","***","***","***","***","4.51","1.68","1.03","1.43","0.35","4.93","1.24","3.80","4.58","12.82","11.80","***","38.86","0.22","48.02","2.29","19.16","278.9","29.6","7.1","96.0","***","874.3","26.0","57.1","13.2","***","75.7","276.3","404.2","612.8","***","17.9","3.3","0.5"
"1979100000","1979","15000","Niigata-ken","","0.374","0.4","29.7","49.8","70.4","44.1","42.8","18.24","23.16","34.64","33.1","***","***","***","***","3.57","0.59","0.80","1.39","0.78","3.49","0.42","16.76","3.55","24.41","4.05","***","26.93","4.62","31.24","2.25","39.41","451.7","36.9","5.0","84.0","***","815.2","25.1","97.4","10.2","***","107.3","399.0","479.3","575.8","***","61.8","6.1","16.0"
"1979100000","1979","16000","Toyama-ken","","0.405","5.0","36.5","58.5","66.9","40.3","48.1","22.10","23.63","28.61","40.8","***","***","***","***","3.88","0.66","0.93","1.80","0.47","3.30","0.83","18.06","4.73","21.09","4.90","***","27.61","2.17","33.78","1.96","38.04","432.8","38.8","5.5","93.1","***","964.6","21.3","86.6","12.1","***","99.9","344.0","421.0","587.4","***","74.1","9.1","7.6"
"1979100000","1979","17000","Ishikawa-ken","","0.393","1.4","37.9","49.7","71.2","39.6","47.1","21.67","23.95","27.03","38.6","***","***","***","***","4.89","1.01","1.25","1.90","0.72","3.58","0.76","16.30","5.84","23.24","4.71","***","26.16","1.55","31.75","2.38","37.97","447.1","45.4","6.2","106.6","***","940.8","24.4","92.6","11.6","***","102.6","368.3","449.0","547.0","***","19.5","7.6","6.1"
"1979100000","1979","18000","Fukui-ken","","0.363","3.6","32.8","54.5","72.2","40.1","48.2","19.64","26.15","30.75","37.5","***","***","***","***","4.97","1.80","0.97","1.58","0.62","3.65","0.72","17.74","4.01","21.21","4.70","***","25.18","3.04","33.26","2.69","36.84","497.2","46.6","9.6","93.6","***","835.2","21.5","96.9","13.5","***","112.5","403.8","469.7","495.9","***","149.1","8.8","10.6"
"1979100000","1979","19000","Yamanashi-ken","","0.299","1.9","29.5","50.0","72.8","38.4","47.9","16.12","29.32","31.12","29.2","***","***","***","***","5.37","1.28","1.35","1.57","1.16","3.08","0.67","16.73","5.35","21.65","4.99","***","26.78","1.47","35.04","3.23","36.95","456.7","41.2","7.4","92.3","***","971.1","20.5","88.0","12.9","***","108.9","383.7","429.4","468.9","***","9.9","6.6","4.7"
"1979100000","1979","20000","Nagano-ken","","0.433","1.4","37.1","43.3","72.3","36.4","46.9","22.07","22.97","30.20","35.3","***","***","***","***","5.50","1.37","1.26","1.56","1.30","2.85","1.03","15.31","7.60","22.26","4.64","***","28.81","0.85","35.25","3.65","35.46","422.6","45.4","9.4","103.2","***","910.6","20.6","83.8","10.1","***","98.4","366.3","421.5","512.3","***","39.6","6.8","2.9"
"1979100000","1979","21000","Gifu-ken","","0.442","4.1","39.3","46.0","65.3","38.7","50.0","23.80","23.78","28.11","35.0","***","***","***","***","4.28","1.14","0.89","1.62","0.63","2.60","0.36","14.92","4.93","23.40","5.20","***","29.14","0.85","35.73","2.64","37.73","378.9","32.5","5.9","84.7","***","927.0","17.8","79.2","10.3","***","96.9","337.7","380.4","435.4","***","83.5","8.3","2.4"
"1979100000","1979","22000","Shizuoka-ken","","0.702","2.6","51.8","48.8","68.8","34.4","52.8","38.35","12.49","26.25","43.2","***","***","***","***","3.96","0.97","0.87","1.61","0.50","2.76","0.53","12.56","3.33","21.89","6.38","***","30.65","2.25","36.90","2.67","32.12","327.9","26.8","5.0","77.2","***","774.1","20.4","70.0","10.4","***","82.7","299.0","413.8","445.7","***","89.0","6.1","5.3"
"1979100000","1979","23000","Aichi-ken","","0.935","0.9","66.7","50.5","81.4","26.5","57.0","52.16","3.29","21.37","57.1","***","***","***","***","5.16","1.87","1.37","1.53","0.37","3.98","0.95","8.52","6.23","18.69","8.67","***","32.85","0.19","40.87","2.86","26.21","325.0","37.0","7.9","113.9","***","907.3","22.5","70.2","12.8","***","83.7","306.3","389.3","472.9","***","41.7","4.7","0.5"
"1979100000","1979","24000","Mie-ken","","0.427","1.1","35.8","45.9","75.4","35.4","50.8","24.12","25.15","29.12","35.7","***","***","***","***","5.91","1.97","0.96","1.27","1.70","4.13","0.77","13.90","3.72","22.23","5.03","***","30.23","1.20","37.43","3.91","33.88","386.6","43.8","10.1","85.8","***","831.2","23.5","81.9","10.0","***","91.7","336.6","401.5","494.0","***","161.3","4.1","3.7"
"1979100000","1979","25000","Shiga-ken","","0.449","1.7","44.2","50.8","67.8","35.8","49.0","25.68","21.64","24.96","40.0","***","***","***","***","5.12","1.16","1.22","1.59","1.14","3.73","1.05","17.10","4.12","18.90","4.62","***","28.65","0.73","31.84","2.36","35.05","419.1","36.2","8.5","85.0","***","785.6","23.0","77.3","10.5","***","107.0","334.1","392.4","516.1","***","159.6","10.9","2.0"
"1979100000","1979","26000","Kyoto-fu","","0.610","0.5","51.5","40.3","70.5","25.1","59.1","38.86","19.11","21.85","51.8","***","***","***","***","5.79","2.53","1.04","1.16","1.07","3.06","1.82","5.84","5.15","15.40","11.75","***","36.29","0.66","45.14","2.05","23.45","353.2","49.6","9.5","94.0","***","820.7","23.1","66.0","17.2","***","90.6","331.8","474.6","696.5","***","79.2","3.6","1.5"
"1979100000","1979","27000","Osaka-fu","","0.923","-1.7","67.9","80.6","88.3","18.1","59.4","53.76","4.81","17.91","58.1","***","***","***","***","5.93","1.55","2.22","1.80","0.34","3.98","0.95","1.58","5.79","15.80","12.04","***","36.66","0.14","45.63","1.86","17.79","345.7","47.3","7.7","144.5","***","1,065.5","31.1","69.7","15.7","***","85.3","292.2","403.7","501.6","***","104.3","3.9","0.3"
"1979100000","1979","28000","Hyogo-ken","","0.610","2.0","49.3","73.0","77.5","27.2","53.7","34.66","16.73","23.53","48.9","***","***","***","***","4.87","1.21","1.51","1.40","0.72","3.37","1.16","7.52","3.61","20.26","8.78","***","34.58","1.15","41.44","1.99","25.80","365.5","40.3","8.0","113.4","***","895.5","24.4","83.3","13.4","***","88.9","300.5","388.4","553.1","***","156.8","5.3","3.0"
"1979100000","1979","29000","Nara-ken","","0.355","2.2","35.8","41.0","76.5","31.4","50.6","19.60","28.65","26.22","38.1","***","***","***","***","6.70","2.16","1.56","1.61","1.36","3.40","1.13","8.52","8.59","22.60","5.44","***","31.86","1.20","36.15","3.31","29.78","370.9","43.5","10.4","119.9","***","700.7","20.7","73.6","10.0","***","101.8","321.0","466.9","496.6","***","182.8","10.2","3.3"
"1979100000","1979","30000","Wakayama-ken","","0.345","0.7","31.9","41.9","77.0","32.8","48.8","18.03","28.96","29.54","32.0","***","***","***","***","9.73","4.99","1.26","1.88","1.59","3.65","0.75","13.17","4.75","21.15","4.85","***","28.49","1.41","39.02","3.88","31.11","458.4","57.2","18.8","104.1","***","774.6","28.9","101.6","11.5","***","97.6","351.0","482.5","420.0","***","83.3","4.2","5.9"
"1979100000","1979","31000","Tottori-ken","","0.261","1.5","25.6","50.0","72.6","43.2","41.4","12.01","27.84","34.24","30.4","***","***","***","***","5.54","1.38","1.07","1.86","1.22","3.71","0.59","19.38","7.04","24.12","3.89","***","21.59","2.36","28.51","3.29","40.77","577.5","53.7","11.3","96.9","***","797.1","24.5","124.6","13.5","***","104.7","355.2","490.1","555.4","***","64.1","9.5","10.6"
"1979100000","1979","32000","Shimane-ken","","0.237","0.9","21.6","52.1","73.6","43.5","41.8","10.81","29.14","36.05","28.4","***","***","***","***","5.80","1.18","1.44","1.52","1.66","2.85","0.54","20.82","4.35","23.01","4.42","***","24.02","1.38","30.50","3.73","42.09","588.2","52.5","10.3","103.6","***","809.9","24.5","122.3","15.2","***","119.6","439.3","520.4","582.2","***","184.4","6.1","8.7"
"1979100000","1979","33000","Okayama-ken","","0.454","0.5","38.7","44.4","72.5","31.8","48.9","23.78","22.78","28.75","37.4","***","***","***","***","5.79","1.52","1.17","1.60","1.47","2.94","0.77","13.89","4.42","18.73","6.22","***","30.30","1.76","38.47","2.75","29.85","407.5","45.5","8.7","98.2","***","831.6","20.4","76.1","12.8","***","95.7","334.5","428.7","514.5","***","171.7","4.4","7.0"
"1979100000","1979","34000","Hiroshima-ken","","0.553","2.7","41.0","52.6","72.4","32.5","49.6","28.81","18.87","28.90","44.2","***","***","***","***","5.97","1.33","1.47","1.80","1.36","4.19","0.93","11.44","7.67","20.68","5.89","***","29.55","1.11","35.78","5.16","31.03","379.9","39.8","6.9","99.4","***","830.2","30.3","71.1","10.9","***","91.0","345.9","434.5","523.0","***","75.0","5.5","3.7"
"1979100000","1979","35000","Yamaguchi-ken","","0.425","0.7","35.9","49.5","75.2","36.1","47.3","22.50","23.50","29.09","39.1","***","***","***","***","5.41","1.21","1.45","1.76","0.98","3.52","1.26","11.06","5.39","24.85","5.99","***","28.66","1.60","36.02","3.73","34.43","424.7","44.0","8.9","107.3","***","858.4","24.4","93.6","13.4","***","95.4","329.6","436.2","574.9","***","50.4","6.8","6.7"
"1979100000","1979","36000","Tokushima-ken","","0.276","1.0","30.6","45.8","72.3","32.3","44.0","13.15","28.71","30.56","31.3","***","***","***","***","7.92","1.27","1.45","2.21","2.97","3.94","0.68","14.27","7.23","22.03","4.18","***","23.37","1.72","30.96","5.65","30.44","529.9","61.5","11.3","122.5","***","828.8","25.0","118.8","12.6","***","105.3","397.3","423.9","515.8","***","193.3","6.2","8.2"
"1979100000","1979","37000","Kagawa-ken","","0.422","1.8","39.4","40.3","67.6","32.1","50.2","22.69","25.74","26.57","40.3","***","***","***","***","7.46","2.41","1.86","1.76","1.42","4.93","0.75","12.00","6.77","22.32","5.57","***","26.74","1.48","34.88","4.54","30.35","404.3","48.2","10.3","124.2","***","783.4","23.9","82.0","11.9","***","93.3","361.5","386.1","488.4","***","157.9","5.0","5.4"
"1979100000","1979","38000","Ehime-ken","","0.340","1.0","33.3","47.7","68.7","39.9","49.2","17.57","28.23","29.67","30.0","***","***","***","***","6.31","1.41","1.50","1.76","1.64","3.77","0.36","15.43","4.06","22.50","4.72","***","28.63","2.81","35.21","4.36","36.97","410.7","50.7","10.3","115.2","***","923.1","21.3","81.1","10.1","***","91.4","333.8","419.2","415.7","***","55.7","5.9","9.3"
